fips_year,county_id,year,fold,split,held_out_state,validation_state
18021-2022,18021,2022,19,train,19,20
18023-2020,18023,2020,19,train,19,20
18023-2021,18023,2021,19,train,19,20
18023-2022,18023,2022,19,train,19,20
18027-2019,18027,2019,19,train,19,20
18027-2020,18027,2020,19,train,19,20
18027-2021,18027,2021,19,train,19,20
18027-2022,18027,2022,19,train,19,20
18029-2019,18029,2019,19,train,19,20
18029-2020,18029,2020,19,train,19,20
18029-2022,18029,2022,19,train,19,20
18031-2019,18031,2019,19,train,19,20
18031-2020,18031,2020,19,train,19,20
18031-2022,18031,2022,19,train,19,20
18035-2022,18035,2022,19,train,19,20
18037-2022,18037,2022,19,train,19,20
18039-2019,18039,2019,19,train,19,20
18039-2020,18039,2020,19,train,19,20
18039-2021,18039,2021,19,train,19,20
18039-2022,18039,2022,19,train,19,20
18041-2019,18041,2019,19,train,19,20
18041-2020,18041,2020,19,train,19,20
18041-2021,18041,2021,19,train,19,20
18041-2022,18041,2022,19,train,19,20
18045-2020,18045,2020,19,train,19,20
18045-2022,18045,2022,19,train,19,20
18047-2019,18047,2019,19,train,19,20
18047-2020,18047,2020,19,train,19,20
18047-2022,18047,2022,19,train,19,20
18049-2019,18049,2019,19,train,19,20
18049-2020,18049,2020,19,train,19,20
18049-2021,18049,2021,19,train,19,20
18051-2019,18051,2019,19,train,19,20
18051-2020,18051,2020,19,train,19,20
18051-2022,18051,2022,19,train,19,20
18053-2020,18053,2020,19,train,19,20
18053-2022,18053,2022,19,train,19,20
18055-2019,18055,2019,19,train,19,20
18055-2020,18055,2020,19,train,19,20
18055-2021,18055,2021,19,train,19,20
18057-2022,18057,2022,19,train,19,20
18059-2020,18059,2020,19,train,19,20
18059-2022,18059,2022,19,train,19,20
18063-2019,18063,2019,19,train,19,20
18063-2020,18063,2020,19,train,19,20
18063-2021,18063,2021,19,train,19,20
18063-2022,18063,2022,19,train,19,20
18065-2022,18065,2022,19,train,19,20
18067-2020,18067,2020,19,train,19,20
18067-2022,18067,2022,19,train,19,20
18069-2022,18069,2022,19,train,19,20
18071-2022,18071,2022,19,train,19,20
18073-2020,18073,2020,19,train,19,20
18073-2022,18073,2022,19,train,19,20
18075-2019,18075,2019,19,train,19,20
18075-2020,18075,2020,19,train,19,20
18075-2022,18075,2022,19,train,19,20
18077-2019,18077,2019,19,train,19,20
18077-2020,18077,2020,19,train,19,20
18077-2022,18077,2022,19,train,19,20
18079-2022,18079,2022,19,train,19,20
18081-2022,18081,2022,19,train,19,20
18083-2020,18083,2020,19,train,19,20
18083-2022,18083,2022,19,train,19,20
18085-2022,18085,2022,19,train,19,20
18089-2020,18089,2020,19,train,19,20
18089-2022,18089,2022,19,train,19,20
18093-2022,18093,2022,19,train,19,20
18095-2022,18095,2022,19,train,19,20
18097-2020,18097,2020,19,train,19,20
18099-2019,18099,2019,19,train,19,20
18099-2020,18099,2020,19,train,19,20
18099-2021,18099,2021,19,train,19,20
18099-2022,18099,2022,19,train,19,20
18101-2022,18101,2022,19,train,19,20
18103-2020,18103,2020,19,train,19,20
18103-2022,18103,2022,19,train,19,20
18105-2022,18105,2022,19,train,19,20
18107-2019,18107,2019,19,train,19,20
18107-2020,18107,2020,19,train,19,20
18107-2021,18107,2021,19,train,19,20
18109-2022,18109,2022,19,train,19,20
18111-2019,18111,2019,19,train,19,20
18111-2020,18111,2020,19,train,19,20
18111-2021,18111,2021,19,train,19,20
18111-2022,18111,2022,19,train,19,20
18113-2020,18113,2020,19,train,19,20
18113-2022,18113,2022,19,train,19,20
18115-2019,18115,2019,19,train,19,20
18115-2020,18115,2020,19,train,19,20
18119-2020,18119,2020,19,train,19,20
18119-2021,18119,2021,19,train,19,20
18119-2022,18119,2022,19,train,19,20
18121-2019,18121,2019,19,train,19,20
18121-2020,18121,2020,19,train,19,20
18121-2022,18121,2022,19,train,19,20
18123-2022,18123,2022,19,train,19,20
18125-2020,18125,2020,19,train,19,20
18125-2022,18125,2022,19,train,19,20
18127-2019,18127,2019,19,train,19,20
18127-2020,18127,2020,19,train,19,20
18127-2021,18127,2021,19,train,19,20
18127-2022,18127,2022,19,train,19,20
18129-2019,18129,2019,19,train,19,20
18129-2020,18129,2020,19,train,19,20
18129-2021,18129,2021,19,train,19,20
18129-2022,18129,2022,19,train,19,20
18131-2019,18131,2019,19,train,19,20
18131-2020,18131,2020,19,train,19,20
18131-2022,18131,2022,19,train,19,20
18133-2019,18133,2019,19,train,19,20
18133-2020,18133,2020,19,train,19,20
18133-2021,18133,2021,19,train,19,20
18133-2022,18133,2022,19,train,19,20
18135-2019,18135,2019,19,train,19,20
18135-2020,18135,2020,19,train,19,20
18135-2022,18135,2022,19,train,19,20
18137-2020,18137,2020,19,train,19,20
18137-2022,18137,2022,19,train,19,20
18139-2022,18139,2022,19,train,19,20
18141-2019,18141,2019,19,train,19,20
18141-2020,18141,2020,19,train,19,20
18141-2021,18141,2021,19,train,19,20
18141-2022,18141,2022,19,train,19,20
18143-2022,18143,2022,19,train,19,20
18145-2020,18145,2020,19,train,19,20
18145-2022,18145,2022,19,train,19,20
18147-2020,18147,2020,19,train,19,20
18149-2019,18149,2019,19,train,19,20
18149-2020,18149,2020,19,train,19,20
18149-2022,18149,2022,19,train,19,20
18151-2020,18151,2020,19,train,19,20
18151-2022,18151,2022,19,train,19,20
18153-2019,18153,2019,19,train,19,20
18153-2020,18153,2020,19,train,19,20
18153-2022,18153,2022,19,train,19,20
18155-2019,18155,2019,19,train,19,20
18155-2020,18155,2020,19,train,19,20
18157-2019,18157,2019,19,train,19,20
18157-2020,18157,2020,19,train,19,20
18157-2021,18157,2021,19,train,19,20
18157-2022,18157,2022,19,train,19,20
18159-2022,18159,2022,19,train,19,20
18161-2019,18161,2019,19,train,19,20
18161-2020,18161,2020,19,train,19,20
18161-2021,18161,2021,19,train,19,20
18161-2022,18161,2022,19,train,19,20
18163-2019,18163,2019,19,train,19,20
18163-2020,18163,2020,19,train,19,20
18163-2021,18163,2021,19,train,19,20
18163-2022,18163,2022,19,train,19,20
18165-2019,18165,2019,19,train,19,20
18165-2020,18165,2020,19,train,19,20
18165-2021,18165,2021,19,train,19,20
18165-2022,18165,2022,19,train,19,20
18167-2019,18167,2019,19,train,19,20
18167-2020,18167,2020,19,train,19,20
18167-2022,18167,2022,19,train,19,20
18169-2022,18169,2022,19,train,19,20
18171-2019,18171,2019,19,train,19,20
18171-2020,18171,2020,19,train,19,20
18171-2021,18171,2021,19,train,19,20
18173-2019,18173,2019,19,train,19,20
18173-2020,18173,2020,19,train,19,20
18173-2022,18173,2022,19,train,19,20
18177-2019,18177,2019,19,train,19,20
18177-2020,18177,2020,19,train,19,20
18177-2021,18177,2021,19,train,19,20
18177-2022,18177,2022,19,train,19,20
18179-2022,18179,2022,19,train,19,20
18181-2019,18181,2019,19,train,19,20
18181-2020,18181,2020,19,train,19,20
18181-2022,18181,2022,19,train,19,20
18183-2022,18183,2022,19,train,19,20
19001-2019,19001,2019,19,test,19,20
19001-2020,19001,2020,19,test,19,20
19001-2022,19001,2022,19,test,19,20
19003-2020,19003,2020,19,test,19,20
19005-2019,19005,2019,19,test,19,20
19005-2020,19005,2020,19,test,19,20
19005-2021,19005,2021,19,test,19,20
19005-2022,19005,2022,19,test,19,20
19007-2020,19007,2020,19,test,19,20
19007-2021,19007,2021,19,test,19,20
19007-2022,19007,2022,19,test,19,20
19009-2019,19009,2019,19,test,19,20
19009-2020,19009,2020,19,test,19,20
19009-2021,19009,2021,19,test,19,20
19009-2022,19009,2022,19,test,19,20
19011-2019,19011,2019,19,test,19,20
19011-2020,19011,2020,19,test,19,20
19011-2021,19011,2021,19,test,19,20
19011-2022,19011,2022,19,test,19,20
19013-2020,19013,2020,19,test,19,20
19013-2022,19013,2022,19,test,19,20
19015-2019,19015,2019,19,test,19,20
19015-2020,19015,2020,19,test,19,20
19015-2021,19015,2021,19,test,19,20
19015-2022,19015,2022,19,test,19,20
19017-2022,19017,2022,19,test,19,20
19019-2019,19019,2019,19,test,19,20
19019-2020,19019,2020,19,test,19,20
19019-2021,19019,2021,19,test,19,20
19019-2022,19019,2022,19,test,19,20
19021-2019,19021,2019,19,test,19,20
19021-2020,19021,2020,19,test,19,20
19021-2022,19021,2022,19,test,19,20
19023-2021,19023,2021,19,test,19,20
19023-2022,19023,2022,19,test,19,20
19025-2019,19025,2019,19,test,19,20
19025-2020,19025,2020,19,test,19,20
19025-2021,19025,2021,19,test,19,20
19025-2022,19025,2022,19,test,19,20
19027-2020,19027,2020,19,test,19,20
19027-2022,19027,2022,19,test,19,20
19029-2019,19029,2019,19,test,19,20
19029-2020,19029,2020,19,test,19,20
19029-2021,19029,2021,19,test,19,20
19029-2022,19029,2022,19,test,19,20
19031-2020,19031,2020,19,test,19,20
19031-2022,19031,2022,19,test,19,20
19033-2019,19033,2019,19,test,19,20
19033-2020,19033,2020,19,test,19,20
19033-2021,19033,2021,19,test,19,20
19033-2022,19033,2022,19,test,19,20
19035-2019,19035,2019,19,test,19,20
19035-2020,19035,2020,19,test,19,20
19035-2022,19035,2022,19,test,19,20
19037-2022,19037,2022,19,test,19,20
19039-2020,19039,2020,19,test,19,20
19041-2019,19041,2019,19,test,19,20
19041-2020,19041,2020,19,test,19,20
19041-2022,19041,2022,19,test,19,20
19043-2020,19043,2020,19,test,19,20
19043-2021,19043,2021,19,test,19,20
19043-2022,19043,2022,19,test,19,20
19045-2020,19045,2020,19,test,19,20
19045-2022,19045,2022,19,test,19,20
19047-2019,19047,2019,19,test,19,20
19047-2020,19047,2020,19,test,19,20
19047-2022,19047,2022,19,test,19,20
19049-2019,19049,2019,19,test,19,20
19049-2020,19049,2020,19,test,19,20
19049-2021,19049,2021,19,test,19,20
19049-2022,19049,2022,19,test,19,20
19051-2019,19051,2019,19,test,19,20
19051-2020,19051,2020,19,test,19,20
19051-2021,19051,2021,19,test,19,20
19051-2022,19051,2022,19,test,19,20
19053-2020,19053,2020,19,test,19,20
19053-2022,19053,2022,19,test,19,20
19055-2020,19055,2020,19,test,19,20
19055-2021,19055,2021,19,test,19,20
19055-2022,19055,2022,19,test,19,20
19057-2019,19057,2019,19,test,19,20
19057-2020,19057,2020,19,test,19,20
19057-2022,19057,2022,19,test,19,20
19059-2019,19059,2019,19,test,19,20
19059-2020,19059,2020,19,test,19,20
19059-2021,19059,2021,19,test,19,20
19059-2022,19059,2022,19,test,19,20
19061-2020,19061,2020,19,test,19,20
19061-2021,19061,2021,19,test,19,20
19061-2022,19061,2022,19,test,19,20
19063-2022,19063,2022,19,test,19,20
19065-2020,19065,2020,19,test,19,20
19065-2021,19065,2021,19,test,19,20
19065-2022,19065,2022,19,test,19,20
19067-2019,19067,2019,19,test,19,20
19067-2020,19067,2020,19,test,19,20
19067-2021,19067,2021,19,test,19,20
19067-2022,19067,2022,19,test,19,20
19069-2019,19069,2019,19,test,19,20
19069-2020,19069,2020,19,test,19,20
19069-2021,19069,2021,19,test,19,20
19069-2022,19069,2022,19,test,19,20
19071-2020,19071,2020,19,test,19,20
19071-2022,19071,2022,19,test,19,20
19073-2019,19073,2019,19,test,19,20
19073-2020,19073,2020,19,test,19,20
19073-2021,19073,2021,19,test,19,20
19073-2022,19073,2022,19,test,19,20
19075-2020,19075,2020,19,test,19,20
19075-2021,19075,2021,19,test,19,20
19075-2022,19075,2022,19,test,19,20
19077-2019,19077,2019,19,test,19,20
19077-2020,19077,2020,19,test,19,20
19077-2021,19077,2021,19,test,19,20
19077-2022,19077,2022,19,test,19,20
19079-2019,19079,2019,19,test,19,20
19079-2020,19079,2020,19,test,19,20
19079-2022,19079,2022,19,test,19,20
19081-2019,19081,2019,19,test,19,20
19081-2020,19081,2020,19,test,19,20
19081-2021,19081,2021,19,test,19,20
19081-2022,19081,2022,19,test,19,20
19083-2019,19083,2019,19,test,19,20
19083-2020,19083,2020,19,test,19,20
19083-2021,19083,2021,19,test,19,20
19083-2022,19083,2022,19,test,19,20
19085-2020,19085,2020,19,test,19,20
19085-2022,19085,2022,19,test,19,20
19087-2019,19087,2019,19,test,19,20
19087-2020,19087,2020,19,test,19,20
19087-2021,19087,2021,19,test,19,20
19087-2022,19087,2022,19,test,19,20
19089-2020,19089,2020,19,test,19,20
19089-2022,19089,2022,19,test,19,20
19091-2019,19091,2019,19,test,19,20
19091-2020,19091,2020,19,test,19,20
19091-2021,19091,2021,19,test,19,20
19091-2022,19091,2022,19,test,19,20
19093-2020,19093,2020,19,test,19,20
19093-2021,19093,2021,19,test,19,20
19093-2022,19093,2022,19,test,19,20
19095-2019,19095,2019,19,test,19,20
19095-2020,19095,2020,19,test,19,20
19095-2022,19095,2022,19,test,19,20
19097-2020,19097,2020,19,test,19,20
19097-2021,19097,2021,19,test,19,20
19097-2022,19097,2022,19,test,19,20
19099-2021,19099,2021,19,test,19,20
19099-2022,19099,2022,19,test,19,20
19101-2019,19101,2019,19,test,19,20
19101-2020,19101,2020,19,test,19,20
19101-2021,19101,2021,19,test,19,20
19101-2022,19101,2022,19,test,19,20
19103-2019,19103,2019,19,test,19,20
19103-2020,19103,2020,19,test,19,20
19103-2022,19103,2022,19,test,19,20
19105-2020,19105,2020,19,test,19,20
19105-2022,19105,2022,19,test,19,20
19107-2019,19107,2019,19,test,19,20
19107-2020,19107,2020,19,test,19,20
19107-2021,19107,2021,19,test,19,20
19107-2022,19107,2022,19,test,19,20
19109-2019,19109,2019,19,test,19,20
19109-2020,19109,2020,19,test,19,20
19109-2021,19109,2021,19,test,19,20
19109-2022,19109,2022,19,test,19,20
19111-2019,19111,2019,19,test,19,20
19111-2020,19111,2020,19,test,19,20
19111-2021,19111,2021,19,test,19,20
19111-2022,19111,2022,19,test,19,20
19113-2019,19113,2019,19,test,19,20
19113-2020,19113,2020,19,test,19,20
19113-2022,19113,2022,19,test,19,20
19115-2019,19115,2019,19,test,19,20
19115-2020,19115,2020,19,test,19,20
19115-2022,19115,2022,19,test,19,20
19117-2021,19117,2021,19,test,19,20
19117-2022,19117,2022,19,test,19,20
19119-2019,19119,2019,19,test,19,20
19119-2020,19119,2020,19,test,19,20
19119-2021,19119,2021,19,test,19,20
19119-2022,19119,2022,19,test,19,20
19121-2019,19121,2019,19,test,19,20
19121-2020,19121,2020,19,test,19,20
19121-2021,19121,2021,19,test,19,20
19121-2022,19121,2022,19,test,19,20
19123-2021,19123,2021,19,test,19,20
19123-2022,19123,2022,19,test,19,20
19125-2021,19125,2021,19,test,19,20
19125-2022,19125,2022,19,test,19,20
19127-2021,19127,2021,19,test,19,20
19127-2022,19127,2022,19,test,19,20
19129-2020,19129,2020,19,test,19,20
19129-2022,19129,2022,19,test,19,20
19131-2019,19131,2019,19,test,19,20
19131-2020,19131,2020,19,test,19,20
19131-2021,19131,2021,19,test,19,20
19131-2022,19131,2022,19,test,19,20
19133-2019,19133,2019,19,test,19,20
19133-2022,19133,2022,19,test,19,20
19135-2021,19135,2021,19,test,19,20
19135-2022,19135,2022,19,test,19,20
19137-2020,19137,2020,19,test,19,20
19137-2022,19137,2022,19,test,19,20
19139-2020,19139,2020,19,test,19,20
19139-2022,19139,2022,19,test,19,20
19143-2019,19143,2019,19,test,19,20
19143-2020,19143,2020,19,test,19,20
19143-2021,19143,2021,19,test,19,20
19143-2022,19143,2022,19,test,19,20
19145-2019,19145,2019,19,test,19,20
19145-2020,19145,2020,19,test,19,20
19145-2021,19145,2021,19,test,19,20
19145-2022,19145,2022,19,test,19,20
19147-2019,19147,2019,19,test,19,20
19147-2022,19147,2022,19,test,19,20
19149-2019,19149,2019,19,test,19,20
19149-2021,19149,2021,19,test,19,20
19149-2022,19149,2022,19,test,19,20
19151-2022,19151,2022,19,test,19,20
19153-2019,19153,2019,19,test,19,20
19153-2020,19153,2020,19,test,19,20
19153-2021,19153,2021,19,test,19,20
19153-2022,19153,2022,19,test,19,20
19155-2020,19155,2020,19,test,19,20
19155-2022,19155,2022,19,test,19,20
19157-2021,19157,2021,19,test,19,20
19157-2022,19157,2022,19,test,19,20
19159-2020,19159,2020,19,test,19,20
19159-2021,19159,2021,19,test,19,20
19159-2022,19159,2022,19,test,19,20
19161-2019,19161,2019,19,test,19,20
19161-2020,19161,2020,19,test,19,20
19161-2022,19161,2022,19,test,19,20
19163-2020,19163,2020,19,test,19,20
19163-2022,19163,2022,19,test,19,20
19165-2019,19165,2019,19,test,19,20
19165-2020,19165,2020,19,test,19,20
19165-2022,19165,2022,19,test,19,20
19167-2019,19167,2019,19,test,19,20
19167-2020,19167,2020,19,test,19,20
19167-2021,19167,2021,19,test,19,20
19167-2022,19167,2022,19,test,19,20
19169-2019,19169,2019,19,test,19,20
19169-2020,19169,2020,19,test,19,20
19169-2021,19169,2021,19,test,19,20
19169-2022,19169,2022,19,test,19,20
19171-2022,19171,2022,19,test,19,20
19173-2020,19173,2020,19,test,19,20
19173-2021,19173,2021,19,test,19,20
19173-2022,19173,2022,19,test,19,20
19175-2020,19175,2020,19,test,19,20
19175-2021,19175,2021,19,test,19,20
19175-2022,19175,2022,19,test,19,20
19177-2019,19177,2019,19,test,19,20
19177-2020,19177,2020,19,test,19,20
19177-2021,19177,2021,19,test,19,20
19177-2022,19177,2022,19,test,19,20
19179-2019,19179,2019,19,test,19,20
19179-2020,19179,2020,19,test,19,20
19179-2021,19179,2021,19,test,19,20
19179-2022,19179,2022,19,test,19,20
19181-2020,19181,2020,19,test,19,20
19181-2022,19181,2022,19,test,19,20
19183-2019,19183,2019,19,test,19,20
19183-2020,19183,2020,19,test,19,20
19183-2022,19183,2022,19,test,19,20
19185-2021,19185,2021,19,test,19,20
19187-2019,19187,2019,19,test,19,20
19187-2020,19187,2020,19,test,19,20
19187-2021,19187,2021,19,test,19,20
19187-2022,19187,2022,19,test,19,20
19189-2019,19189,2019,19,test,19,20
19189-2020,19189,2020,19,test,19,20
19189-2021,19189,2021,19,test,19,20
19189-2022,19189,2022,19,test,19,20
19191-2019,19191,2019,19,test,19,20
19191-2020,19191,2020,19,test,19,20
19191-2021,19191,2021,19,test,19,20
19191-2022,19191,2022,19,test,19,20
19193-2019,19193,2019,19,test,19,20
19193-2020,19193,2020,19,test,19,20
19193-2021,19193,2021,19,test,19,20
19193-2022,19193,2022,19,test,19,20
19195-2019,19195,2019,19,test,19,20
19195-2020,19195,2020,19,test,19,20
19195-2021,19195,2021,19,test,19,20
19195-2022,19195,2022,19,test,19,20
19197-2019,19197,2019,19,test,19,20
19197-2020,19197,2020,19,test,19,20
19197-2021,19197,2021,19,test,19,20
19197-2022,19197,2022,19,test,19,20
20001-2020,20001,2020,19,val,19,20
20001-2021,20001,2021,19,val,19,20
20003-2019,20003,2019,19,val,19,20
20003-2020,20003,2020,19,val,19,20
20003-2021,20003,2021,19,val,19,20
20005-2020,20005,2020,19,val,19,20
20005-2021,20005,2021,19,val,19,20
20005-2022,20005,2022,19,val,19,20
20009-2020,20009,2020,19,val,19,20
20011-2020,20011,2020,19,val,19,20
20011-2021,20011,2021,19,val,19,20
20013-2019,20013,2019,19,val,19,20
20013-2020,20013,2020,19,val,19,20
20013-2022,20013,2022,19,val,19,20
20015-2020,20015,2020,19,val,19,20
20015-2021,20015,2021,19,val,19,20
20017-2020,20017,2020,19,val,19,20
20017-2021,20017,2021,19,val,19,20
20021-2019,20021,2019,19,val,19,20
20023-2020,20023,2020,19,val,19,20
20023-2021,20023,2021,19,val,19,20
20027-2019,20027,2019,19,val,19,20
20027-2020,20027,2020,19,val,19,20
20027-2022,20027,2022,19,val,19,20
20029-2020,20029,2020,19,val,19,20
20029-2021,20029,2021,19,val,19,20
20029-2022,20029,2022,19,val,19,20
20031-2019,20031,2019,19,val,19,20
20031-2020,20031,2020,19,val,19,20
20035-2019,20035,2019,19,val,19,20
20035-2020,20035,2020,19,val,19,20
20035-2021,20035,2021,19,val,19,20
20037-2020,20037,2020,19,val,19,20
20037-2021,20037,2021,19,val,19,20
20039-2020,20039,2020,19,val,19,20
20041-2020,20041,2020,19,val,19,20
20041-2021,20041,2021,19,val,19,20
20043-2020,20043,2020,19,val,19,20
20043-2021,20043,2021,19,val,19,20
20043-2022,20043,2022,19,val,19,20
20045-2019,20045,2019,19,val,19,20
20045-2020,20045,2020,19,val,19,20
20045-2021,20045,2021,19,val,19,20
20047-2019,20047,2019,19,val,19,20
20047-2020,20047,2020,19,val,19,20
20049-2019,20049,2019,19,val,19,20
20053-2019,20053,2019,19,val,19,20
20053-2020,20053,2020,19,val,19,20
20053-2021,20053,2021,19,val,19,20
20055-2019,20055,2019,19,val,19,20
20055-2020,20055,2020,19,val,19,20
20057-2019,20057,2019,19,val,19,20
20057-2020,20057,2020,19,val,19,20
20057-2021,20057,2021,19,val,19,20
20059-2019,20059,2019,19,val,19,20
20059-2020,20059,2020,19,val,19,20
20061-2020,20061,2020,19,val,19,20
20063-2020,20063,2020,19,val,19,20
20063-2021,20063,2021,19,val,19,20
20065-2020,20065,2020,19,val,19,20
20065-2021,20065,2021,19,val,19,20
20067-2019,20067,2019,19,val,19,20
20067-2020,20067,2020,19,val,19,20
20067-2021,20067,2021,19,val,19,20
20069-2020,20069,2020,19,val,19,20
20069-2021,20069,2021,19,val,19,20
20071-2019,20071,2019,19,val,19,20
20071-2020,20071,2020,19,val,19,20
20071-2021,20071,2021,19,val,19,20
20075-2019,20075,2019,19,val,19,20
20079-2019,20079,2019,19,val,19,20
20079-2020,20079,2020,19,val,19,20
20079-2021,20079,2021,19,val,19,20
20081-2019,20081,2019,19,val,19,20
20081-2020,20081,2020,19,val,19,20
20081-2021,20081,2021,19,val,19,20
20083-2020,20083,2020,19,val,19,20
20085-2019,20085,2019,19,val,19,20
20085-2020,20085,2020,19,val,19,20
20087-2019,20087,2019,19,val,19,20
20087-2020,20087,2020,19,val,19,20
20087-2021,20087,2021,19,val,19,20
20089-2020,20089,2020,19,val,19,20
20095-2019,20095,2019,19,val,19,20
20095-2020,20095,2020,19,val,19,20
20095-2021,20095,2021,19,val,19,20
20097-2020,20097,2020,19,val,19,20
20099-2020,20099,2020,19,val,19,20
20099-2021,20099,2021,19,val,19,20
20101-2020,20101,2020,19,val,19,20
20101-2021,20101,2021,19,val,19,20
20103-2019,20103,2019,19,val,19,20
20103-2020,20103,2020,19,val,19,20
20103-2021,20103,2021,19,val,19,20
20105-2019,20105,2019,19,val,19,20
20107-2020,20107,2020,19,val,19,20
20109-2020,20109,2020,19,val,19,20
20109-2021,20109,2021,19,val,19,20
20111-2019,20111,2019,19,val,19,20
20115-2019,20115,2019,19,val,19,20
20115-2020,20115,2020,19,val,19,20
20115-2021,20115,2021,19,val,19,20
20117-2019,20117,2019,19,val,19,20
20117-2022,20117,2022,19,val,19,20
20119-2020,20119,2020,19,val,19,20
20119-2021,20119,2021,19,val,19,20
20121-2019,20121,2019,19,val,19,20
20121-2020,20121,2020,19,val,19,20
20123-2019,20123,2019,19,val,19,20
20123-2020,20123,2020,19,val,19,20
20123-2021,20123,2021,19,val,19,20
20125-2019,20125,2019,19,val,19,20
20125-2020,20125,2020,19,val,19,20
20127-2019,20127,2019,19,val,19,20
20127-2020,20127,2020,19,val,19,20
20127-2021,20127,2021,19,val,19,20
20129-2019,20129,2019,19,val,19,20
20129-2020,20129,2020,19,val,19,20
20129-2021,20129,2021,19,val,19,20
20131-2020,20131,2020,19,val,19,20
20133-2019,20133,2019,19,val,19,20
20133-2020,20133,2020,19,val,19,20
20133-2021,20133,2021,19,val,19,20
20135-2019,20135,2019,19,val,19,20
20135-2020,20135,2020,19,val,19,20
20135-2021,20135,2021,19,val,19,20
20137-2020,20137,2020,19,val,19,20
20137-2021,20137,2021,19,val,19,20
20137-2022,20137,2022,19,val,19,20
20139-2019,20139,2019,19,val,19,20
20139-2020,20139,2020,19,val,19,20
20141-2020,20141,2020,19,val,19,20
20143-2020,20143,2020,19,val,19,20
20145-2020,20145,2020,19,val,19,20
20147-2020,20147,2020,19,val,19,20
20147-2021,20147,2021,19,val,19,20
20147-2022,20147,2022,19,val,19,20
20149-2019,20149,2019,19,val,19,20
20151-2020,20151,2020,19,val,19,20
20153-2019,20153,2019,19,val,19,20
20153-2020,20153,2020,19,val,19,20
20153-2021,20153,2021,19,val,19,20
20155-2019,20155,2019,19,val,19,20
20155-2020,20155,2020,19,val,19,20
20155-2021,20155,2021,19,val,19,20
20157-2020,20157,2020,19,val,19,20
20157-2021,20157,2021,19,val,19,20
20157-2022,20157,2022,19,val,19,20
20159-2020,20159,2020,19,val,19,20
20161-2019,20161,2019,19,val,19,20
20161-2020,20161,2020,19,val,19,20
20161-2022,20161,2022,19,val,19,20
20163-2019,20163,2019,19,val,19,20
20163-2020,20163,2020,19,val,19,20
20169-2020,20169,2020,19,val,19,20
20169-2021,20169,2021,19,val,19,20
20171-2019,20171,2019,19,val,19,20
20171-2020,20171,2020,19,val,19,20
20173-2019,20173,2019,19,val,19,20
20173-2020,20173,2020,19,val,19,20
20175-2020,20175,2020,19,val,19,20
20175-2021,20175,2021,19,val,19,20
20177-2019,20177,2019,19,val,19,20
20177-2020,20177,2020,19,val,19,20
20177-2021,20177,2021,19,val,19,20
20179-2021,20179,2021,19,val,19,20
20181-2019,20181,2019,19,val,19,20
20181-2020,20181,2020,19,val,19,20
20181-2021,20181,2021,19,val,19,20
20183-2020,20183,2020,19,val,19,20
20183-2021,20183,2021,19,val,19,20
20183-2022,20183,2022,19,val,19,20
20185-2020,20185,2020,19,val,19,20
20187-2019,20187,2019,19,val,19,20
20187-2020,20187,2020,19,val,19,20
20189-2020,20189,2020,19,val,19,20
20189-2021,20189,2021,19,val,19,20
20191-2019,20191,2019,19,val,19,20
20191-2020,20191,2020,19,val,19,20
20191-2021,20191,2021,19,val,19,20
20193-2020,20193,2020,19,val,19,20
20195-2020,20195,2020,19,val,19,20
20195-2021,20195,2021,19,val,19,20
20197-2019,20197,2019,19,val,19,20
20201-2020,20201,2020,19,val,19,20
20201-2022,20201,2022,19,val,19,20
20203-2019,20203,2019,19,val,19,20
20203-2020,20203,2020,19,val,19,20
20203-2021,20203,2021,19,val,19,20
20205-2019,20205,2019,19,val,19,20
20205-2020,20205,2020,19,val,19,20
20207-2020,20207,2020,19,val,19,20
21001-2019,21001,2019,19,train,19,20
21001-2020,21001,2020,19,train,19,20
21007-2020,21007,2020,19,train,19,20
21007-2021,21007,2021,19,train,19,20
21009-2020,21009,2020,19,train,19,20
21031-2020,21031,2020,19,train,19,20
21033-2019,21033,2019,19,train,19,20
21033-2020,21033,2020,19,train,19,20
21033-2021,21033,2021,19,train,19,20
21035-2020,21035,2020,19,train,19,20
21035-2021,21035,2021,19,train,19,20
21039-2020,21039,2020,19,train,19,20
21039-2021,21039,2021,19,train,19,20
21047-2019,21047,2019,19,train,19,20
21047-2020,21047,2020,19,train,19,20
21047-2021,21047,2021,19,train,19,20
21055-2020,21055,2020,19,train,19,20
21055-2021,21055,2021,19,train,19,20
21059-2020,21059,2020,19,train,19,20
21059-2022,21059,2022,19,train,19,20
21075-2019,21075,2019,19,train,19,20
21075-2020,21075,2020,19,train,19,20
21075-2021,21075,2021,19,train,19,20
21083-2020,21083,2020,19,train,19,20
21091-2020,21091,2020,19,train,19,20
21093-2019,21093,2019,19,train,19,20
21093-2020,21093,2020,19,train,19,20
21099-2020,21099,2020,19,train,19,20
21101-2019,21101,2019,19,train,19,20
21101-2020,21101,2020,19,train,19,20
21101-2022,21101,2022,19,train,19,20
21103-2020,21103,2020,19,train,19,20
21105-2019,21105,2019,19,train,19,20
21105-2020,21105,2020,19,train,19,20
21105-2021,21105,2021,19,train,19,20
21107-2020,21107,2020,19,train,19,20
21123-2020,21123,2020,19,train,19,20
21139-2019,21139,2019,19,train,19,20
21139-2020,21139,2020,19,train,19,20
21139-2021,21139,2021,19,train,19,20
