fips_year,county_id,year,fold,split,county_outer_fold,validation_fold
19077-2021,19077,2021,1,train,4,2
19077-2022,19077,2022,1,train,4,2
19079-2019,19079,2019,1,train,3,2
19079-2020,19079,2020,1,train,3,2
19079-2022,19079,2022,1,train,3,2
19081-2019,19081,2019,1,train,3,2
19081-2020,19081,2020,1,train,3,2
19081-2021,19081,2021,1,train,3,2
19081-2022,19081,2022,1,train,3,2
19083-2019,19083,2019,1,val,2,2
19083-2020,19083,2020,1,val,2,2
19083-2021,19083,2021,1,val,2,2
19083-2022,19083,2022,1,val,2,2
19085-2020,19085,2020,1,train,0,2
19085-2022,19085,2022,1,train,0,2
19087-2019,19087,2019,1,test,1,2
19087-2020,19087,2020,1,test,1,2
19087-2021,19087,2021,1,test,1,2
19087-2022,19087,2022,1,test,1,2
19089-2020,19089,2020,1,train,4,2
19089-2022,19089,2022,1,train,4,2
19091-2019,19091,2019,1,train,0,2
19091-2020,19091,2020,1,train,0,2
19091-2021,19091,2021,1,train,0,2
19091-2022,19091,2022,1,train,0,2
19093-2020,19093,2020,1,val,2,2
19093-2021,19093,2021,1,val,2,2
19093-2022,19093,2022,1,val,2,2
19095-2019,19095,2019,1,test,1,2
19095-2020,19095,2020,1,test,1,2
19095-2022,19095,2022,1,test,1,2
19097-2020,19097,2020,1,train,0,2
19097-2021,19097,2021,1,train,0,2
19097-2022,19097,2022,1,train,0,2
19099-2021,19099,2021,1,train,3,2
19099-2022,19099,2022,1,train,3,2
19101-2019,19101,2019,1,train,4,2
19101-2020,19101,2020,1,train,4,2
19101-2021,19101,2021,1,train,4,2
19101-2022,19101,2022,1,train,4,2
19103-2019,19103,2019,1,train,4,2
19103-2020,19103,2020,1,train,4,2
19103-2022,19103,2022,1,train,4,2
19105-2020,19105,2020,1,val,2,2
19105-2022,19105,2022,1,val,2,2
19107-2019,19107,2019,1,train,3,2
19107-2020,19107,2020,1,train,3,2
19107-2021,19107,2021,1,train,3,2
19107-2022,19107,2022,1,train,3,2
19109-2019,19109,2019,1,val,2,2
19109-2020,19109,2020,1,val,2,2
19109-2021,19109,2021,1,val,2,2
19109-2022,19109,2022,1,val,2,2
19111-2019,19111,2019,1,test,1,2
19111-2020,19111,2020,1,test,1,2
19111-2021,19111,2021,1,test,1,2
19111-2022,19111,2022,1,test,1,2
19113-2019,19113,2019,1,train,3,2
19113-2020,19113,2020,1,train,3,2
19113-2022,19113,2022,1,train,3,2
19115-2019,19115,2019,1,val,2,2
19115-2020,19115,2020,1,val,2,2
19115-2022,19115,2022,1,val,2,2
19117-2021,19117,2021,1,test,1,2
19117-2022,19117,2022,1,test,1,2
19119-2019,19119,2019,1,train,0,2
19119-2020,19119,2020,1,train,0,2
19119-2021,19119,2021,1,train,0,2
19119-2022,19119,2022,1,train,0,2
19121-2019,19121,2019,1,train,4,2
19121-2020,19121,2020,1,train,4,2
19121-2021,19121,2021,1,train,4,2
19121-2022,19121,2022,1,train,4,2
19123-2021,19123,2021,1,train,0,2
19123-2022,19123,2022,1,train,0,2
19125-2021,19125,2021,1,train,4,2
19125-2022,19125,2022,1,train,4,2
19127-2021,19127,2021,1,train,3,2
19127-2022,19127,2022,1,train,3,2
19129-2020,19129,2020,1,val,2,2
19129-2022,19129,2022,1,val,2,2
19131-2019,19131,2019,1,train,3,2
19131-2020,19131,2020,1,train,3,2
19131-2021,19131,2021,1,train,3,2
19131-2022,19131,2022,1,train,3,2
19133-2019,19133,2019,1,test,1,2
19133-2022,19133,2022,1,test,1,2
19135-2021,19135,2021,1,train,0,2
19135-2022,19135,2022,1,train,0,2
19137-2020,19137,2020,1,train,4,2
19137-2022,19137,2022,1,train,4,2
19139-2020,19139,2020,1,train,3,2
19139-2022,19139,2022,1,train,3,2
19143-2019,19143,2019,1,val,2,2
19143-2020,19143,2020,1,val,2,2
19143-2021,19143,2021,1,val,2,2
19143-2022,19143,2022,1,val,2,2
19145-2019,19145,2019,1,test,1,2
19145-2020,19145,2020,1,test,1,2
19145-2021,19145,2021,1,test,1,2
19145-2022,19145,2022,1,test,1,2
19147-2019,19147,2019,1,val,2,2
19147-2022,19147,2022,1,val,2,2
19149-2019,19149,2019,1,test,1,2
19149-2021,19149,2021,1,test,1,2
19149-2022,19149,2022,1,test,1,2
19151-2022,19151,2022,1,val,2,2
19153-2019,19153,2019,1,train,0,2
19153-2020,19153,2020,1,train,0,2
19153-2021,19153,2021,1,train,0,2
19153-2022,19153,2022,1,train,0,2
19155-2020,19155,2020,1,test,1,2
19155-2022,19155,2022,1,test,1,2
19157-2021,19157,2021,1,train,0,2
19157-2022,19157,2022,1,train,0,2
19159-2020,19159,2020,1,train,0,2
19159-2021,19159,2021,1,train,0,2
19159-2022,19159,2022,1,train,0,2
19161-2019,19161,2019,1,train,4,2
19161-2020,19161,2020,1,train,4,2
19161-2022,19161,2022,1,train,4,2
19163-2020,19163,2020,1,train,4,2
19163-2022,19163,2022,1,train,4,2
19165-2019,19165,2019,1,train,3,2
19165-2020,19165,2020,1,train,3,2
19165-2022,19165,2022,1,train,3,2
19167-2019,19167,2019,1,train,4,2
19167-2020,19167,2020,1,train,4,2
19167-2021,19167,2021,1,train,4,2
19167-2022,19167,2022,1,train,4,2
19169-2019,19169,2019,1,train,3,2
19169-2020,19169,2020,1,train,3,2
19169-2021,19169,2021,1,train,3,2
19169-2022,19169,2022,1,train,3,2
19171-2022,19171,2022,1,test,1,2
19173-2020,19173,2020,1,val,2,2
19173-2021,19173,2021,1,val,2,2
19173-2022,19173,2022,1,val,2,2
19175-2020,19175,2020,1,test,1,2
19175-2021,19175,2021,1,test,1,2
19175-2022,19175,2022,1,test,1,2
19177-2019,19177,2019,1,val,2,2
19177-2020,19177,2020,1,val,2,2
19177-2021,19177,2021,1,val,2,2
19177-2022,19177,2022,1,val,2,2
19179-2019,19179,2019,1,test,1,2
19179-2020,19179,2020,1,test,1,2
19179-2021,19179,2021,1,test,1,2
19179-2022,19179,2022,1,test,1,2
19181-2020,19181,2020,1,train,3,2
19181-2022,19181,2022,1,train,3,2
19183-2019,19183,2019,1,train,0,2
19183-2020,19183,2020,1,train,0,2
19183-2022,19183,2022,1,train,0,2
19185-2021,19185,2021,1,train,0,2
19187-2019,19187,2019,1,train,0,2
19187-2020,19187,2020,1,train,0,2
19187-2021,19187,2021,1,train,0,2
19187-2022,19187,2022,1,train,0,2
19189-2019,19189,2019,1,train,4,2
19189-2020,19189,2020,1,train,4,2
19189-2021,19189,2021,1,train,4,2
19189-2022,19189,2022,1,train,4,2
19191-2019,19191,2019,1,train,3,2
19191-2020,19191,2020,1,train,3,2
19191-2021,19191,2021,1,train,3,2
19191-2022,19191,2022,1,train,3,2
19193-2019,19193,2019,1,val,2,2
19193-2020,19193,2020,1,val,2,2
19193-2021,19193,2021,1,val,2,2
19193-2022,19193,2022,1,val,2,2
19195-2019,19195,2019,1,test,1,2
19195-2020,19195,2020,1,test,1,2
19195-2021,19195,2021,1,test,1,2
19195-2022,19195,2022,1,test,1,2
19197-2019,19197,2019,1,train,0,2
19197-2020,19197,2020,1,train,0,2
19197-2021,19197,2021,1,train,0,2
19197-2022,19197,2022,1,train,0,2
20001-2020,20001,2020,1,val,2,2
20001-2021,20001,2021,1,val,2,2
20003-2019,20003,2019,1,train,4,2
20003-2020,20003,2020,1,train,4,2
20003-2021,20003,2021,1,train,4,2
20005-2020,20005,2020,1,train,3,2
20005-2021,20005,2021,1,train,3,2
20005-2022,20005,2022,1,train,3,2
20009-2020,20009,2020,1,train,4,2
20011-2020,20011,2020,1,test,1,2
20011-2021,20011,2021,1,test,1,2
20013-2019,20013,2019,1,val,2,2
20013-2020,20013,2020,1,val,2,2
20013-2022,20013,2022,1,val,2,2
20015-2020,20015,2020,1,train,0,2
20015-2021,20015,2021,1,train,0,2
20017-2020,20017,2020,1,train,4,2
20017-2021,20017,2021,1,train,4,2
20021-2019,20021,2019,1,train,3,2
20023-2020,20023,2020,1,train,3,2
20023-2021,20023,2021,1,train,3,2
20027-2019,20027,2019,1,test,1,2
20027-2020,20027,2020,1,test,1,2
20027-2022,20027,2022,1,test,1,2
20029-2020,20029,2020,1,train,0,2
20029-2021,20029,2021,1,train,0,2
20029-2022,20029,2022,1,train,0,2
20031-2019,20031,2019,1,val,2,2
20031-2020,20031,2020,1,val,2,2
20035-2019,20035,2019,1,train,4,2
20035-2020,20035,2020,1,train,4,2
20035-2021,20035,2021,1,train,4,2
20037-2020,20037,2020,1,test,1,2
20037-2021,20037,2021,1,test,1,2
20039-2020,20039,2020,1,val,2,2
20041-2020,20041,2020,1,train,0,2
20041-2021,20041,2021,1,train,0,2
20043-2020,20043,2020,1,train,3,2
20043-2021,20043,2021,1,train,3,2
20043-2022,20043,2022,1,train,3,2
20045-2019,20045,2019,1,val,2,2
20045-2020,20045,2020,1,val,2,2
20045-2021,20045,2021,1,val,2,2
20047-2019,20047,2019,1,train,4,2
20047-2020,20047,2020,1,train,4,2
20049-2019,20049,2019,1,test,1,2
20053-2019,20053,2019,1,test,1,2
20053-2020,20053,2020,1,test,1,2
20053-2021,20053,2021,1,test,1,2
20055-2019,20055,2019,1,train,3,2
20055-2020,20055,2020,1,train,3,2
20057-2019,20057,2019,1,train,0,2
20057-2020,20057,2020,1,train,0,2
20057-2021,20057,2021,1,train,0,2
20059-2019,20059,2019,1,val,2,2
20059-2020,20059,2020,1,val,2,2
20061-2020,20061,2020,1,train,0,2
20063-2020,20063,2020,1,test,1,2
20063-2021,20063,2021,1,test,1,2
20065-2020,20065,2020,1,train,0,2
20065-2021,20065,2021,1,train,0,2
20067-2019,20067,2019,1,train,4,2
20067-2020,20067,2020,1,train,4,2
20067-2021,20067,2021,1,train,4,2
20069-2020,20069,2020,1,train,4,2
20069-2021,20069,2021,1,train,4,2
20071-2019,20071,2019,1,train,3,2
20071-2020,20071,2020,1,train,3,2
20071-2021,20071,2021,1,train,3,2
20075-2019,20075,2019,1,train,4,2
20079-2019,20079,2019,1,val,2,2
20079-2020,20079,2020,1,val,2,2
20079-2021,20079,2021,1,val,2,2
20081-2019,20081,2019,1,test,1,2
20081-2020,20081,2020,1,test,1,2
20081-2021,20081,2021,1,test,1,2
20083-2020,20083,2020,1,train,3,2
20085-2019,20085,2019,1,train,3,2
20085-2020,20085,2020,1,train,3,2
20087-2019,20087,2019,1,train,0,2
20087-2020,20087,2020,1,train,0,2
20087-2021,20087,2021,1,train,0,2
20089-2020,20089,2020,1,val,2,2
20095-2019,20095,2019,1,train,4,2
20095-2020,20095,2020,1,train,4,2
20095-2021,20095,2021,1,train,4,2
20097-2020,20097,2020,1,test,1,2
20099-2020,20099,2020,1,val,2,2
20099-2021,20099,2021,1,val,2,2
20101-2020,20101,2020,1,test,1,2
20101-2021,20101,2021,1,test,1,2
20103-2019,20103,2019,1,train,3,2
20103-2020,20103,2020,1,train,3,2
20103-2021,20103,2021,1,train,3,2
20105-2019,20105,2019,1,train,0,2
20107-2020,20107,2020,1,train,4,2
20109-2020,20109,2020,1,train,0,2
20109-2021,20109,2021,1,train,0,2
20111-2019,20111,2019,1,train,3,2
20115-2019,20115,2019,1,val,2,2
20115-2020,20115,2020,1,val,2,2
20115-2021,20115,2021,1,val,2,2
20117-2019,20117,2019,1,train,4,2
20117-2022,20117,2022,1,train,4,2
20119-2020,20119,2020,1,train,3,2
20119-2021,20119,2021,1,train,3,2
20121-2019,20121,2019,1,val,2,2
20121-2020,20121,2020,1,val,2,2
20123-2019,20123,2019,1,test,1,2
20123-2020,20123,2020,1,test,1,2
20123-2021,20123,2021,1,test,1,2
20125-2019,20125,2019,1,test,1,2
20125-2020,20125,2020,1,test,1,2
20127-2019,20127,2019,1,train,0,2
20127-2020,20127,2020,1,train,0,2
20127-2021,20127,2021,1,train,0,2
20129-2019,20129,2019,1,train,4,2
20129-2020,20129,2020,1,train,4,2
20129-2021,20129,2021,1,train,4,2
20131-2020,20131,2020,1,val,2,2
20133-2019,20133,2019,1,train,3,2
20133-2020,20133,2020,1,train,3,2
20133-2021,20133,2021,1,train,3,2
20135-2019,20135,2019,1,val,2,2
20135-2020,20135,2020,1,val,2,2
20135-2021,20135,2021,1,val,2,2
20137-2020,20137,2020,1,test,1,2
20137-2021,20137,2021,1,test,1,2
20137-2022,20137,2022,1,test,1,2
20139-2019,20139,2019,1,train,0,2
20139-2020,20139,2020,1,train,0,2
20141-2020,20141,2020,1,test,1,2
20143-2020,20143,2020,1,train,0,2
20145-2020,20145,2020,1,train,4,2
20147-2020,20147,2020,1,train,0,2
20147-2021,20147,2021,1,train,0,2
20147-2022,20147,2022,1,train,0,2
20149-2019,20149,2019,1,train,3,2
20151-2020,20151,2020,1,val,2,2
20153-2019,20153,2019,1,train,4,2
20153-2020,20153,2020,1,train,4,2
20153-2021,20153,2021,1,train,4,2
20155-2019,20155,2019,1,train,3,2
20155-2020,20155,2020,1,train,3,2
20155-2021,20155,2021,1,train,3,2
20157-2020,20157,2020,1,val,2,2
20157-2021,20157,2021,1,val,2,2
20157-2022,20157,2022,1,val,2,2
20159-2020,20159,2020,1,test,1,2
20161-2019,20161,2019,1,test,1,2
20161-2020,20161,2020,1,test,1,2
20161-2022,20161,2022,1,test,1,2
20163-2019,20163,2019,1,train,4,2
20163-2020,20163,2020,1,train,4,2
20169-2020,20169,2020,1,train,3,2
20169-2021,20169,2021,1,train,3,2
20171-2019,20171,2019,1,val,2,2
20171-2020,20171,2020,1,val,2,2
20173-2019,20173,2019,1,test,1,2
20173-2020,20173,2020,1,test,1,2
20175-2020,20175,2020,1,train,0,2
20175-2021,20175,2021,1,train,0,2
20177-2019,20177,2019,1,train,0,2
20177-2020,20177,2020,1,train,0,2
20177-2021,20177,2021,1,train,0,2
20179-2021,20179,2021,1,train,0,2
20181-2019,20181,2019,1,train,4,2
20181-2020,20181,2020,1,train,4,2
20181-2021,20181,2021,1,train,4,2
20183-2020,20183,2020,1,train,3,2
20183-2021,20183,2021,1,train,3,2
20183-2022,20183,2022,1,train,3,2
20185-2020,20185,2020,1,train,4,2
20187-2019,20187,2019,1,train,4,2
20187-2020,20187,2020,1,train,4,2
20189-2020,20189,2020,1,train,3,2
20189-2021,20189,2021,1,train,3,2
20191-2019,20191,2019,1,val,2,2
20191-2020,20191,2020,1,val,2,2
20191-2021,20191,2021,1,val,2,2
20193-2020,20193,2020,1,train,3,2
20195-2020,20195,2020,1,val,2,2
20195-2021,20195,2021,1,val,2,2
20197-2019,20197,2019,1,val,2,2
20201-2020,20201,2020,1,test,1,2
20201-2022,20201,2022,1,test,1,2
20203-2019,20203,2019,1,test,1,2
20203-2020,20203,2020,1,test,1,2
20203-2021,20203,2021,1,test,1,2
20205-2019,20205,2019,1,train,0,2
20205-2020,20205,2020,1,train,0,2
20207-2020,20207,2020,1,test,1,2
21001-2019,21001,2019,1,train,4,2
21001-2020,21001,2020,1,train,4,2
21007-2020,21007,2020,1,train,3,2
21007-2021,21007,2021,1,train,3,2
21009-2020,21009,2020,1,train,0,2
21031-2020,21031,2020,1,train,4,2
21033-2019,21033,2019,1,train,0,2
21033-2020,21033,2020,1,train,0,2
21033-2021,21033,2021,1,train,0,2
21035-2020,21035,2020,1,val,2,2
21035-2021,21035,2021,1,val,2,2
21039-2020,21039,2020,1,test,1,2
21039-2021,21039,2021,1,test,1,2
21047-2019,21047,2019,1,train,4,2
21047-2020,21047,2020,1,train,4,2
21047-2021,21047,2021,1,train,4,2
21055-2020,21055,2020,1,train,0,2
21055-2021,21055,2021,1,train,0,2
21059-2020,21059,2020,1,train,4,2
21059-2022,21059,2022,1,train,4,2
21075-2019,21075,2019,1,train,3,2
21075-2020,21075,2020,1,train,3,2
21075-2021,21075,2021,1,train,3,2
21083-2020,21083,2020,1,train,3,2
21091-2020,21091,2020,1,val,2,2
21093-2019,21093,2019,1,train,3,2
21093-2020,21093,2020,1,train,3,2
21099-2020,21099,2020,1,test,1,2
21101-2019,21101,2019,1,val,2,2
21101-2020,21101,2020,1,val,2,2
21101-2022,21101,2022,1,val,2,2
21103-2020,21103,2020,1,train,0,2
21105-2019,21105,2019,1,test,1,2
21105-2020,21105,2020,1,test,1,2
21105-2021,21105,2021,1,test,1,2
21107-2020,21107,2020,1,train,4,2
21123-2020,21123,2020,1,train,3,2
21139-2019,21139,2019,1,train,0,2
21139-2020,21139,2020,1,train,0,2
21139-2021,21139,2021,1,train,0,2
21141-2020,21141,2020,1,val,2,2
21143-2019,21143,2019,1,test,1,2
21157-2019,21157,2019,1,train,4,2
21157-2020,21157,2020,1,train,4,2
21157-2021,21157,2021,1,train,4,2
21167-2021,21167,2021,1,train,0,2
21169-2020,21169,2020,1,train,4,2
21177-2020,21177,2020,1,train,3,2
21183-2020,21183,2020,1,val,2,2
21211-2020,21211,2020,1,test,1,2
21213-2020,21213,2020,1,train,0,2
21215-2020,21215,2020,1,train,4,2
21219-2020,21219,2020,1,train,3,2
21221-2019,21221,2019,1,train,3,2
21221-2020,21221,2020,1,train,3,2
21221-2021,21221,2021,1,train,3,2
21223-2020,21223,2020,1,val,2,2
21225-2019,21225,2019,1,train,4,2
21225-2020,21225,2020,1,train,4,2
21225-2021,21225,2021,1,train,4,2
21225-2022,21225,2022,1,train,4,2
21227-2020,21227,2020,1,test,1,2
21229-2020,21229,2020,1,train,0,2
21233-2019,21233,2019,1,val,2,2
21233-2020,21233,2020,1,val,2,2
21233-2021,21233,2021,1,val,2,2
26005-2019,26005,2019,1,val,2,2
26005-2020,26005,2020,1,val,2,2
26007-2019,26007,2019,1,test,1,2
26007-2021,26007,2021,1,test,1,2
26011-2019,26011,2019,1,train,0,2
26011-2020,26011,2020,1,train,0,2
26015-2020,26015,2020,1,train,4,2
26021-2020,26021,2020,1,train,4,2
26021-2022,26021,2022,1,train,4,2
26023-2020,26023,2020,1,train,3,2
26023-2022,26023,2022,1,train,3,2
26025-2020,26025,2020,1,train,3,2
26027-2019,26027,2019,1,test,1,2
26027-2020,26027,2020,1,test,1,2
26027-2022,26027,2022,1,test,1,2
26037-2020,26037,2020,1,val,2,2
26045-2020,26045,2020,1,test,1,2
26049-2019,26049,2019,1,val,2,2
26049-2020,26049,2020,1,val,2,2
26051-2020,26051,2020,1,train,0,2
26059-2019,26059,2019,1,train,0,2
26059-2020,26059,2020,1,train,0,2
26059-2022,26059,2022,1,train,0,2
26063-2020,26063,2020,1,train,4,2
26065-2019,26065,2019,1,test,1,2
26065-2020,26065,2020,1,test,1,2
26067-2020,26067,2020,1,train,3,2
26069-2019,26069,2019,1,train,4,2
26069-2020,26069,2020,1,train,4,2
26069-2021,26069,2021,1,train,4,2
26075-2019,26075,2019,1,train,0,2
26075-2020,26075,2020,1,train,0,2
26077-2019,26077,2019,1,train,4,2
26077-2020,26077,2020,1,train,4,2
26081-2019,26081,2019,1,train,3,2
26081-2020,26081,2020,1,train,3,2
26087-2019,26087,2019,1,val,2,2
26087-2020,26087,2020,1,val,2,2
26091-2019,26091,2019,1,test,1,2
26091-2020,26091,2020,1,test,1,2
26099-2020,26099,2020,1,val,2,2
26105-2019,26105,2019,1,train,0,2
26105-2020,26105,2020,1,train,0,2
26107-2020,26107,2020,1,test,1,2
26109-2019,26109,2019,1,train,4,2
26109-2020,26109,2020,1,train,4,2
26115-2019,26115,2019,1,train,3,2
26115-2020,26115,2020,1,train,3,2
26117-2020,26117,2020,1,train,0,2
26121-2020,26121,2020,1,train,4,2
26123-2019,26123,2019,1,val,2,2
26123-2020,26123,2020,1,val,2,2
26127-2019,26127,2019,1,test,1,2
26127-2020,26127,2020,1,test,1,2
26129-2020,26129,2020,1,train,3,2
26139-2020,26139,2020,1,val,2,2
26141-2019,26141,2019,1,train,0,2
26141-2021,26141,2021,1,train,0,2
26151-2019,26151,2019,1,train,4,2
26151-2020,26151,2020,1,train,4,2
26157-2019,26157,2019,1,train,3,2
26157-2020,26157,2020,1,train,3,2
26159-2020,26159,2020,1,test,1,2
26161-2019,26161,2019,1,val,2,2
26161-2020,26161,2020,1,val,2,2
26165-2020,26165,2020,1,train,0,2
27001-2020,27001,2020,1,train,4,2
27005-2019,27005,2019,1,train,3,2
27005-2020,27005,2020,1,train,3,2
27005-2021,27005,2021,1,train,3,2
27007-2020,27007,2020,1,test,1,2
27007-2021,27007,2021,1,test,1,2
27011-2020,27011,2020,1,train,0,2
27011-2021,27011,2021,1,train,0,2
27013-2019,27013,2019,1,val,2,2
27013-2020,27013,2020,1,val,2,2
27013-2021,27013,2021,1,val,2,2
27015-2019,27015,2019,1,test,1,2
27015-2020,27015,2020,1,test,1,2
27015-2021,27015,2021,1,test,1,2
27019-2020,27019,2020,1,train,3,2
27023-2019,27023,2019,1,train,4,2
27023-2021,27023,2021,1,train,4,2
27025-2019,27025,2019,1,train,3,2
27025-2020,27025,2020,1,train,3,2
27027-2021,27027,2021,1,val,2,2
27029-2019,27029,2019,1,train,0,2
27029-2020,27029,2020,1,train,0,2
27029-2021,27029,2021,1,train,0,2
27033-2019,27033,2019,1,train,4,2
27033-2020,27033,2020,1,train,4,2
27033-2021,27033,2021,1,train,4,2
27035-2020,27035,2020,1,val,2,2
27035-2021,27035,2021,1,val,2,2
27037-2020,27037,2020,1,test,1,2
27039-2020,27039,2020,1,train,0,2
27041-2020,27041,2020,1,test,1,2
27041-2021,27041,2021,1,test,1,2
27043-2020,27043,2020,1,train,3,2
27043-2021,27043,2021,1,train,3,2
27043-2022,27043,2022,1,train,3,2
27045-2020,27045,2020,1,train,0,2
27045-2022,27045,2022,1,train,0,2
27047-2020,27047,2020,1,val,2,2
27047-2021,27047,2021,1,val,2,2
27047-2022,27047,2022,1,val,2,2
27049-2020,27049,2020,1,train,4,2
27049-2021,27049,2021,1,train,4,2
27051-2019,27051,2019,1,test,1,2
27051-2020,27051,2020,1,test,1,2
27051-2021,27051,2021,1,test,1,2
27053-2019,27053,2019,1,train,3,2
27053-2020,27053,2020,1,train,3,2
27055-2019,27055,2019,1,train,3,2
27055-2020,27055,2020,1,train,3,2
27055-2021,27055,2021,1,train,3,2
27055-2022,27055,2022,1,train,3,2
27057-2020,27057,2020,1,val,2,2
27057-2021,27057,2021,1,val,2,2
27059-2019,27059,2019,1,test,1,2
27059-2020,27059,2020,1,test,1,2
27063-2019,27063,2019,1,val,2,2
27063-2020,27063,2020,1,val,2,2
27063-2021,27063,2021,1,val,2,2
27063-2022,27063,2022,1,val,2,2
27067-2020,27067,2020,1,train,4,2
27069-2019,27069,2019,1,train,0,2
27069-2020,27069,2020,1,train,0,2
27079-2020,27079,2020,1,train,4,2
27079-2021,27079,2021,1,train,4,2
27081-2019,27081,2019,1,train,0,2
27081-2020,27081,2020,1,train,0,2
27081-2021,27081,2021,1,train,0,2
27083-2019,27083,2019,1,train,4,2
27083-2020,27083,2020,1,train,4,2
27083-2021,27083,2021,1,train,4,2
27087-2020,27087,2020,1,train,3,2
27087-2021,27087,2021,1,train,3,2
27089-2019,27089,2019,1,train,3,2
27089-2020,27089,2020,1,train,3,2
27089-2021,27089,2021,1,train,3,2
27091-2022,27091,2022,1,train,3,2
27093-2019,27093,2019,1,val,2,2
27093-2020,27093,2020,1,val,2,2
27093-2021,27093,2021,1,val,2,2
27097-2019,27097,2019,1,test,1,2
27097-2020,27097,2020,1,test,1,2
27097-2021,27097,2021,1,test,1,2
27099-2020,27099,2020,1,val,2,2
27099-2022,27099,2022,1,val,2,2
27101-2019,27101,2019,1,train,0,2
27101-2020,27101,2020,1,train,0,2
27101-2021,27101,2021,1,train,0,2
27103-2019,27103,2019,1,val,2,2
27105-2019,27105,2019,1,test,1,2
27105-2020,27105,2020,1,test,1,2
27105-2021,27105,2021,1,test,1,2
27105-2022,27105,2022,1,test,1,2
27107-2020,27107,2020,1,test,1,2
27109-2020,27109,2020,1,train,0,2
27111-2019,27111,2019,1,train,4,2
27111-2020,27111,2020,1,train,4,2
27111-2021,27111,2021,1,train,4,2
27115-2019,27115,2019,1,test,1,2
27115-2020,27115,2020,1,test,1,2
27117-2021,27117,2021,1,train,4,2
27119-2020,27119,2020,1,train,0,2
27119-2021,27119,2021,1,train,0,2
27121-2019,27121,2019,1,train,3,2
27121-2020,27121,2020,1,train,3,2
27121-2021,27121,2021,1,train,3,2
27125-2020,27125,2020,1,train,4,2
27125-2021,27125,2021,1,train,4,2
27127-2019,27127,2019,1,val,2,2
27127-2020,27127,2020,1,val,2,2
27127-2021,27127,2021,1,val,2,2
27129-2019,27129,2019,1,test,1,2
27129-2020,27129,2020,1,test,1,2
27129-2021,27129,2021,1,test,1,2
27131-2020,27131,2020,1,train,3,2
27131-2021,27131,2021,1,train,3,2
27133-2019,27133,2019,1,train,0,2
27133-2020,27133,2020,1,train,0,2
27133-2021,27133,2021,1,train,0,2
27133-2022,27133,2022,1,train,0,2
27135-2019,27135,2019,1,train,0,2
27135-2020,27135,2020,1,train,0,2
27135-2021,27135,2021,1,train,0,2
27139-2020,27139,2020,1,train,3,2
27143-2019,27143,2019,1,val,2,2
27145-2019,27145,2019,1,train,4,2
27145-2020,27145,2020,1,train,4,2
27145-2021,27145,2021,1,train,4,2
27147-2020,27147,2020,1,val,2,2
27147-2021,27147,2021,1,val,2,2
27149-2019,27149,2019,1,train,3,2
27149-2020,27149,2020,1,train,3,2
27149-2021,27149,2021,1,train,3,2
27151-2019,27151,2019,1,test,1,2
27151-2020,27151,2020,1,test,1,2
27153-2019,27153,2019,1,val,2,2
27153-2020,27153,2020,1,val,2,2
27153-2021,27153,2021,1,val,2,2
27155-2020,27155,2020,1,train,0,2
27155-2021,27155,2021,1,train,0,2
27157-2020,27157,2020,1,test,1,2
27159-2019,27159,2019,1,test,1,2
27159-2020,27159,2020,1,test,1,2
27159-2021,27159,2021,1,test,1,2
27161-2020,27161,2020,1,train,4,2
27161-2021,27161,2021,1,train,4,2
27163-2019,27163,2019,1,train,3,2
27163-2020,27163,2020,1,train,3,2
27167-2020,27167,2020,1,val,2,2
27167-2021,27167,2021,1,val,2,2
27169-2019,27169,2019,1,train,0,2
27169-2020,27169,2020,1,train,0,2
27169-2021,27169,2021,1,train,0,2
27173-2019,27173,2019,1,test,1,2
27173-2020,27173,2020,1,test,1,2
29001-2019,29001,2019,1,train,4,2
29001-2020,29001,2020,1,train,4,2
29001-2021,29001,2021,1,train,4,2
29003-2020,29003,2020,1,train,0,2
29005-2020,29005,2020,1,train,0,2
29005-2022,29005,2022,1,train,0,2
29007-2020,29007,2020,1,train,4,2
29011-2019,29011,2019,1,train,3,2
29013-2019,29013,2019,1,val,2,2
29015-2020,29015,2020,1,test,1,2
29017-2019,29017,2019,1,train,3,2
29017-2020,29017,2020,1,train,3,2
29017-2021,29017,2021,1,train,3,2
29019-2020,29019,2020,1,train,0,2
29021-2020,29021,2020,1,val,2,2
29021-2021,29021,2021,1,val,2,2
29021-2022,29021,2022,1,val,2,2
29023-2019,29023,2019,1,test,1,2
29023-2020,29023,2020,1,test,1,2
29023-2021,29023,2021,1,test,1,2
29025-2021,29025,2021,1,train,4,2
29027-2020,29027,2020,1,train,3,2
29031-2020,29031,2020,1,train,4,2
29031-2021,29031,2021,1,train,4,2
29037-2020,29037,2020,1,train,3,2
29037-2021,29037,2021,1,train,3,2
29039-2019,29039,2019,1,val,2,2
29039-2021,29039,2021,1,val,2,2
29041-2020,29041,2020,1,val,2,2
29045-2020,29045,2020,1,test,1,2
29047-2020,29047,2020,1,test,1,2
29047-2021,29047,2021,1,test,1,2
29049-2019,29049,2019,1,train,0,2
29049-2020,29049,2020,1,train,0,2
29049-2021,29049,2021,1,train,0,2
29051-2020,29051,2020,1,train,0,2
29053-2020,29053,2020,1,train,0,2
29053-2021,29053,2021,1,train,0,2
29057-2019,29057,2019,1,train,4,2
29061-2020,29061,2020,1,train,4,2
29061-2021,29061,2021,1,train,4,2
